TransactionID,AccountID,TransactionType,Amount,TransactionDate
150287,322,Debit,221179.57,2020-08-29
175070,28,Debit,348974.59,2021-10-29
140588,175,Credit,564542.82,2023-11-27
105638,1479,Credit,719120.44,2019-10-09
173024,78,Debit,397887.91,2024-01-09
136992,639,Debit,266125.1,2019-04-07
115514,1271,Credit,346878.77,2023-08-05
108797,700,Debit,26656.22,2020-10-01
179410,1185,Credit,83990.2,2020-03-18
176650,285,Debit,114977.43,2019-04-13
162745,1399,Credit,548425.76,2022-01-05
189561,799,Debit,423758.91,2024-01-09
105504,1416,Credit,506708.4,2019-11-09
168369,1037,Credit,898921.23,2023-07-08
111372,81,Debit,602744.73,2019-11-19
171960,326,Credit,948282.35,2020-04-29
187678,35,Credit,538327.26,2021-01-07
197880,888,Credit,727956.07,2023-10-25
181815,579,Debit,260255.53,2020-02-23
196490,1462,Debit,406574.52,2020-08-28
157424,1294,Debit,123876.95,2020-01-27
128925,134,Credit,884443.88,2021-03-19
178647,784,Credit,328023.96,2020-02-25
136984,281,Credit,834130.96,2022-06-03
150978,1356,Debit,992412.94,2022-06-04
167294,95,Credit,480842.06,2021-12-18
199426,1138,Debit,388486.48,2021-08-03
122405,1314,Debit,624142.55,2021-03-14
110331,867,Credit,276370.83,2020-10-02
167798,1258,Debit,760093.51,2020-06-25
132796,81,Credit,809130.58,2022-10-10
172658,1081,Credit,202375.11,2021-09-16
167600,102,Debit,82195.28,2022-07-14
149807,1091,Debit,421630.35,2020-10-21
172856,476,Credit,153675.39,2023-11-05
167175,1109,Debit,657372.9,2020-09-19
113252,201,Credit,442770.62,2019-07-30
137790,345,Debit,813434.76,2019-11-07
186802,570,Debit,539792.9,2023-08-19
100535,1306,Credit,270809.32,2021-10-21
185867,534,Credit,938656.95,2023-11-10
124504,29,Credit,983755.42,2021-10-06
121532,916,Debit,595218.65,2021-07-23
118444,149,Debit,515016.34,2019-06-06
192866,742,Debit,15337.98,2023-11-11
186710,1040,Credit,999446.69,2022-12-14
116898,700,Debit,308454.6,2022-03-31
183233,1136,Credit,627962.65,2020-04-05
160115,1032,Credit,296946.93,2022-07-25
159243,1098,Credit,566189.1,2022-03-30
114557,650,Debit,202868.81,2023-06-14
140838,289,Debit,427563.12,2022-04-14
148058,744,Credit,735676.1,2023-04-17
130514,1128,Debit,90761.02,2020-06-07
196332,1129,Debit,94797.83,2021-06-30
165366,1396,Debit,925407.34,2021-05-01
115413,245,Debit,108155.46,2022-09-26
112333,756,Debit,747596.07,2019-08-21
137534,8,Debit,14513.16,2022-05-25
184195,375,Debit,570335.39,2024-01-14
198061,1407,Debit,978847.24,2020-12-02
136912,1485,Debit,443423.96,2023-05-03
193054,882,Credit,40410.04,2022-05-28
164470,856,Debit,512640.31,2021-05-19
181805,51,Debit,486881.49,2021-02-26
103600,172,Credit,106229.15,2021-11-23
107382,981,Credit,278255.33,2023-02-03
123905,588,Credit,782213.36,2021-04-08
181138,920,Debit,610960.96,2022-03-20
184178,1126,Debit,788442.18,2020-02-08
178907,484,Credit,2772.08,2020-12-17
135711,206,Debit,843824.09,2023-02-11
176957,245,Credit,12673.89,2020-03-22
182945,1378,Debit,511484.15,2020-08-19
173957,177,Credit,204969.94,2022-03-19
129000,894,Debit,634459.02,2020-02-10
191358,986,Credit,839719.54,2019-05-04
156830,378,Credit,266141.3,2021-10-02
103292,948,Debit,618781.91,2020-03-17
190314,1356,Debit,942025.65,2020-01-20
154372,720,Credit,774027.08,2023-07-07
160527,1342,Debit,612462.27,2023-06-29
164598,43,Debit,573032.49,2020-11-29
152624,646,Debit,569685.55,2023-06-06
148057,751,Credit,229037.06,2022-09-30
167169,784,Credit,259831.17,2020-07-04
186842,1077,Debit,274993.21,2023-05-06
179477,1113,Debit,802983.97,2021-03-19
178676,599,Credit,974082.03,2019-06-04
116868,1118,Debit,324574.72,2020-07-29
126453,1134,Debit,682438.25,2022-02-10
161535,1057,Credit,397316.18,2019-08-18
193831,54,Credit,934186.21,2022-10-12
113816,57,Debit,903041.48,2019-10-13
188366,219,Debit,638066.01,2022-06-16
199093,156,Credit,791120.07,2021-12-11
167044,155,Debit,458480.12,2020-05-21
173723,257,Debit,8103.29,2019-06-18
146931,575,Credit,26732.35,2020-09-03
187240,984,Debit,35640.56,2020-09-19
151462,898,Debit,455664.89,2019-08-31
110127,969,Debit,611034.53,2020-02-07
159675,1204,Debit,121340.17,2020-03-29
154571,1244,Credit,857547.31,2024-02-15
105889,300,Credit,712246.51,2021-12-24
194604,713,Credit,887987.9,2020-05-11
137767,1486,Debit,489300.28,2022-07-24
128707,1449,Credit,338175.71,2020-02-07
135757,1481,Debit,453646.32,2023-06-29
110287,686,Credit,210886.39,2020-04-28
112593,1141,Credit,321548.76,2024-01-22
122786,258,Debit,412678.85,2021-10-23
198276,1472,Credit,193703.39,2019-08-24
114095,428,Credit,410252.69,2023-09-19
180801,604,Credit,444495.21,2022-07-26
140924,1130,Credit,651553.68,2021-02-01
186635,466,Credit,155031.01,2023-12-01
188483,526,Credit,5602.99,2022-11-17
162560,500,Credit,616786.4,2020-01-12
158150,19,Debit,308431.25,2022-01-30
127825,654,Credit,470638.43,2020-04-12
115592,1025,Debit,423718.84,2022-10-17
113794,501,Debit,551631.76,2022-01-21
144756,898,Debit,751469.72,2019-10-14
137736,530,Debit,664325.44,2020-11-12
155642,561,Debit,851842.59,2022-11-03
137299,1183,Credit,190974.11,2020-05-30
187195,1020,Credit,2894.56,2021-06-25
176228,1176,Credit,46252.09,2024-01-09
186275,79,Credit,502284.99,2020-02-01
123048,1430,Credit,662372.16,2024-03-31
108410,958,Debit,58007.83,2021-04-02
109218,407,Credit,642136.6,2021-10-16
186017,610,Credit,718637.72,2020-03-18
139406,115,Credit,475272.21,2023-10-16
177659,98,Debit,496624.04,2019-07-26
198599,1357,Debit,642177.59,2021-03-21
177829,279,Debit,547661.36,2022-12-11
147593,1189,Debit,283040.33,2023-10-26
124105,44,Credit,981227.49,2023-02-21
131542,421,Credit,120531.32,2022-04-28
109507,367,Credit,451517.26,2019-09-10
171730,173,Credit,168543.74,2021-12-10
171428,1296,Debit,555930.81,2023-07-16
171313,172,Credit,812097.9,2020-04-30
180915,1238,Debit,332023.04,2023-03-19
170724,1334,Credit,471707.91,2023-03-15
140713,1097,Debit,212719.2,2021-03-28
101311,580,Debit,906196.91,2022-04-29
152309,598,Credit,906545.39,2020-10-23
169520,133,Credit,587363.37,2021-03-05
151068,271,Credit,982321.28,2022-02-06
178777,1410,Debit,815408.94,2023-10-18
149377,797,Credit,20809.52,2020-12-31
108969,1305,Debit,327528.2,2020-01-05
105605,647,Debit,981926.99,2020-08-16
175842,523,Debit,638061.24,2021-12-22
185636,186,Credit,883841.08,2020-11-08
191207,84,Debit,813730.8,2022-04-04
118876,1147,Debit,100294.59,2021-11-26
118042,1016,Debit,696849.99,2022-08-31
190299,432,Debit,949249.17,2021-05-18
119051,1286,Debit,640661.02,2021-03-17
113829,271,Credit,182136.9,2019-06-23
115853,642,Debit,165770.64,2020-02-01
105140,317,Debit,193162.61,2021-07-13
141544,895,Credit,637652.99,2019-12-11
191427,1331,Debit,737183.46,2024-02-24
114841,649,Debit,609012.26,2019-10-07
146754,1421,Debit,329517.37,2019-04-20
146265,245,Credit,487816.83,2022-08-20
117677,145,Credit,349587.91,2023-11-01
175034,153,Credit,226254.74,2023-05-06
133795,228,Credit,171069.81,2024-01-27
123410,139,Credit,714791.02,2020-12-28
144801,1290,Debit,870381.06,2019-10-13
180086,1311,Credit,160276.13,2021-10-03
164173,1284,Credit,877362.91,2023-09-14
117583,1215,Credit,271945.47,2021-03-26
129478,743,Debit,675032.41,2020-10-16
109394,946,Debit,292263.2,2023-06-14
122179,900,Debit,600948.0,2022-06-16
151443,1494,Debit,667252.1,2019-04-22
185938,1050,Debit,954150.01,2019-06-21
173431,792,Credit,228368.9,2023-05-02
193170,967,Debit,633490.28,2019-10-25
121280,5,Credit,476486.91,2020-04-24
159412,428,Credit,597655.68,2022-07-15
181070,779,Credit,191869.85,2022-02-10
151123,1150,Credit,696897.96,2021-11-08
149383,577,Debit,217835.1,2020-01-12
123906,1166,Debit,261385.63,2023-02-20
110727,1060,Credit,992672.36,2022-01-13
171228,890,Credit,988370.07,2020-08-10
147229,742,Debit,238163.69,2020-08-18
166897,390,Credit,598433.0,2020-01-29
141717,1054,Credit,764249.55,2023-09-10
153308,580,Credit,244426.1,2020-04-17
115714,270,Credit,232346.4,2019-07-17
106298,375,Credit,428175.4,2024-03-08
112113,565,Credit,368534.01,2023-03-30
198848,517,Credit,636689.09,2021-05-27
152509,365,Debit,439224.55,2022-09-22
164713,1252,Credit,169196.91,2023-04-30
107139,747,Credit,514899.79,2022-11-24
136459,628,Credit,156027.89,2023-11-04
197435,61,Credit,70243.24,2020-04-11
197310,496,Debit,714907.77,2021-08-15
160751,23,Credit,606108.68,2021-10-08
132040,1399,Debit,564007.36,2023-04-02
162503,652,Debit,499309.87,2022-10-26
147326,265,Debit,150931.4,2021-05-18
168574,872,Credit,970374.79,2023-03-09
195097,180,Credit,881058.14,2022-06-24
114645,642,Credit,477002.25,2022-03-20
175960,45,Credit,717063.05,2019-05-04
169941,757,Debit,749121.04,2022-09-30
146547,124,Credit,841215.85,2019-09-01
185597,657,Credit,415094.21,2022-07-22
163251,136,Credit,80792.69,2020-03-21
167226,842,Debit,559147.67,2023-04-09
169119,1098,Debit,142646.09,2019-05-21
182209,787,Credit,265365.21,2020-05-09
146879,148,Debit,560406.57,2021-12-28
191738,1342,Debit,389537.36,2019-04-28
115093,406,Debit,609023.48,2020-09-21
113202,928,Debit,686642.14,2022-09-02
178703,809,Debit,82258.37,2021-06-07
195888,157,Credit,202925.91,2021-02-05
165356,1414,Credit,215153.86,2023-08-15
110393,1086,Credit,751291.66,2021-10-14
148022,16,Credit,747325.62,2021-05-15
154748,242,Credit,240153.21,2020-03-20
137079,671,Debit,279450.85,2023-04-04
180454,567,Credit,195675.3,2021-04-01
167106,783,Debit,876637.99,2019-10-28
146574,299,Credit,861889.99,2021-11-24
139422,1217,Debit,619266.89,2021-12-10
106679,1493,Debit,483585.61,2019-07-27
179600,114,Debit,846560.09,2020-04-22
119206,10,Debit,227368.08,2020-05-26
130715,398,Debit,295644.07,2020-06-22
124204,668,Credit,894192.81,2022-04-26
159673,221,Credit,708495.84,2022-06-28
160270,327,Debit,352862.88,2024-01-19
191407,438,Credit,842919.45,2021-03-02
142099,852,Credit,19446.46,2019-11-14
194916,568,Debit,892307.96,2022-06-07
172932,236,Debit,279843.87,2022-12-13
132837,1280,Credit,808331.18,2021-05-05
176443,1264,Credit,114622.91,2024-03-17
157134,112,Credit,559015.6,2024-01-09
113736,244,Credit,922687.24,2022-11-03
163460,752,Debit,226535.71,2020-02-02
129345,212,Debit,832362.2,2019-06-17
116796,588,Credit,356530.15,2020-12-24
172797,793,Credit,184892.26,2019-11-12
160084,452,Credit,321977.36,2021-07-15
165181,929,Debit,142744.55,2019-09-01
162820,954,Debit,372329.6,2021-12-29
120476,1493,Credit,722026.5,2019-11-03
156926,592,Debit,467465.94,2021-10-03
167381,719,Credit,317905.13,2021-06-17
149394,905,Debit,643618.4,2019-12-31
185475,1145,Credit,257411.23,2021-03-11
168555,484,Debit,683192.85,2024-01-27
112043,670,Debit,41199.56,2022-05-28
199549,1424,Credit,578688.38,2019-11-25
198947,1260,Debit,517260.81,2022-03-21
117917,470,Credit,371262.05,2021-07-22
138868,1289,Debit,409766.3,2020-10-23
193482,1297,Credit,512812.76,2019-07-14
180402,434,Credit,108062.64,2022-06-16
193550,628,Debit,383840.05,2021-01-07
136217,540,Credit,365941.1,2022-10-09
169889,222,Debit,671699.82,2019-07-15
127829,1414,Credit,46005.05,2020-04-25
133065,19,Debit,92184.47,2020-07-26
129681,1497,Credit,734706.57,2020-05-13
174120,151,Debit,52935.55,2023-03-25
189250,1017,Credit,353988.16,2022-02-12
148314,1307,Debit,113968.42,2021-05-17
114871,1091,Debit,458002.38,2024-02-11
134569,562,Credit,521413.37,2020-07-13
170284,1466,Credit,91871.96,2020-09-03
179189,1022,Credit,349774.92,2023-10-12
160631,1332,Credit,202576.06,2020-08-12
163708,1147,Credit,31423.57,2022-07-18
184845,448,Debit,602072.97,2020-07-04
156043,1025,Debit,966612.17,2023-05-27
174980,807,Debit,244875.93,2024-01-24
137520,185,Credit,64148.66,2022-01-22
199811,12,Debit,104419.01,2022-01-19
146592,986,Credit,586539.73,2023-09-09
134682,1086,Credit,154497.31,2021-02-20
152468,173,Credit,302140.18,2022-09-13
110061,223,Debit,870163.22,2022-03-25
142766,186,Debit,65458.12,2020-09-24
169092,1463,Debit,345258.54,2021-04-10
145774,1294,Credit,724587.53,2023-11-06
117403,880,Debit,312005.96,2023-08-24
163793,365,Debit,118957.91,2019-09-01
158528,643,Debit,880476.17,2019-05-02
180890,145,Debit,248094.55,2022-05-11
105516,1475,Debit,442373.16,2022-04-05
184524,516,Credit,226651.91,2019-08-03
187959,130,Debit,555150.62,2019-07-29
181366,1175,Credit,794134.81,2022-05-12
134964,745,Debit,714409.51,2021-08-07
128156,995,Credit,383581.62,2023-10-20
171575,185,Credit,337737.0,2022-03-08
184793,381,Credit,550566.76,2023-03-13
199950,967,Credit,384136.78,2021-08-04
183134,645,Credit,815988.49,2019-12-26
130926,1240,Debit,535538.9,2022-05-08
197274,466,Debit,567832.9,2019-10-19
192966,995,Debit,127960.3,2020-10-19
114482,558,Credit,773156.82,2022-11-24
138783,583,Debit,57456.62,2023-12-12
119793,1068,Debit,352816.22,2024-01-05
108108,1410,Debit,729755.98,2020-03-31
198421,434,Debit,688303.6,2021-09-19
115575,1250,Debit,426882.97,2023-09-12
104912,227,Debit,555517.78,2020-03-21
197284,801,Credit,148589.27,2023-09-24
190782,956,Credit,666011.53,2019-09-30
116891,1377,Debit,961834.44,2019-10-02
139466,1284,Credit,221659.51,2021-03-10
131250,905,Debit,783113.94,2019-12-30
119534,502,Debit,662617.76,2023-03-18
107648,1236,Credit,579605.26,2021-07-12
132179,120,Debit,422768.69,2020-11-26
157289,729,Debit,561462.94,2020-08-08
195781,1389,Debit,397339.99,2022-01-26
103771,446,Debit,289038.6,2020-03-06
142597,1236,Credit,880396.73,2021-10-22
187099,1217,Credit,419263.84,2021-09-14
164124,172,Debit,729135.49,2023-08-22
168975,351,Debit,604899.13,2019-06-18
111233,703,Debit,536013.4,2019-10-22
102976,279,Credit,304857.28,2020-08-08
145627,760,Debit,194951.31,2024-03-02
197964,813,Credit,35464.75,2023-07-16
150885,604,Debit,940172.1,2023-08-10
180565,1003,Credit,536587.52,2023-01-28
135196,1005,Credit,224580.75,2024-02-20
175849,398,Debit,454677.36,2023-01-14
196792,1368,Debit,137634.37,2020-02-19
184003,1279,Debit,126960.6,2024-03-04
192404,871,Debit,327762.81,2022-03-14
104704,934,Credit,795234.02,2023-03-25
168042,814,Credit,967407.79,2019-07-21
104467,433,Debit,763047.41,2020-11-12
132997,691,Credit,844949.16,2020-07-24
160941,397,Credit,788892.16,2022-09-02
131317,24,Credit,247597.93,2022-02-27
172462,827,Credit,3285.47,2023-07-11
199354,1412,Credit,89757.8,2023-08-24
142563,863,Debit,572746.96,2021-08-27
166829,1428,Credit,217353.08,2020-09-29
162778,574,Debit,622558.92,2023-11-10
185129,349,Debit,769169.71,2022-12-20
151428,1240,Credit,422528.86,2020-07-08
164280,217,Debit,214036.73,2021-03-26
173315,1150,Debit,35962.61,2020-06-17
176942,182,Credit,661588.8,2021-09-14
183500,1427,Credit,640867.82,2019-12-28
145426,1124,Credit,416138.37,2020-12-03
151691,496,Credit,341799.29,2020-03-27
147823,353,Debit,173990.02,2022-10-03
115868,1453,Debit,692660.87,2021-11-10
186607,1361,Debit,465926.75,2022-04-13
127832,608,Debit,810963.42,2020-10-31
198415,428,Debit,499003.0,2019-12-27
116913,1284,Credit,291649.2,2022-06-23
127576,298,Credit,358174.19,2023-05-11
126980,395,Credit,820697.14,2022-06-12
147286,473,Debit,769064.98,2019-07-28
136764,702,Credit,390745.07,2024-01-08
160857,457,Debit,774570.54,2023-07-22
183476,1292,Debit,672280.95,2022-07-12
159019,74,Credit,985962.06,2020-02-12
117779,55,Debit,23395.3,2023-12-10
193298,476,Debit,511080.2,2022-01-14
184438,622,Debit,297847.46,2021-02-24
151281,1239,Debit,508584.07,2024-03-09
172950,1168,Debit,405564.14,2020-08-16
186036,1199,Credit,17960.31,2021-10-16
148698,1414,Debit,375668.58,2022-05-31
140907,1427,Credit,398994.79,2019-05-27
187284,1445,Credit,844308.9,2021-04-26
135726,69,Debit,913020.72,2019-06-09
184362,704,Credit,87432.37,2019-10-08
139732,263,Credit,501357.84,2023-04-12
192261,976,Credit,854771.18,2021-05-23
112022,613,Debit,203945.97,2021-04-30
179736,143,Credit,895575.73,2022-12-08
166567,693,Debit,739481.13,2022-10-15
139923,834,Debit,973577.84,2021-01-20
176841,1049,Debit,248405.79,2021-08-29
147503,1334,Debit,979796.95,2024-03-02
120752,1423,Credit,853987.4,2023-02-16
159988,302,Credit,808267.31,2021-08-25
154534,728,Debit,870309.05,2021-09-27
164967,567,Debit,168830.6,2020-04-30
177211,1433,Debit,388111.71,2020-03-05
144171,672,Credit,42321.25,2023-01-25
199578,663,Credit,264282.71,2019-04-20
121132,350,Debit,53579.6,2021-01-25
188514,999,Debit,918583.42,2020-02-29
116317,333,Debit,145264.5,2024-02-14
131228,1149,Debit,869063.51,2023-09-07
143557,371,Credit,562062.78,2021-08-27
191841,1131,Debit,132743.07,2021-09-16
194757,239,Credit,234015.33,2020-08-06
159485,1090,Debit,531924.85,2023-12-29
165327,1016,Debit,642475.45,2024-02-07
110372,841,Debit,147664.63,2021-10-02
169415,508,Credit,535176.9,2023-03-29
162469,906,Credit,365373.39,2019-06-18
175175,1376,Credit,605094.97,2022-10-02
143945,288,Credit,74265.67,2022-11-09
157195,1192,Debit,258203.85,2023-11-17
148367,297,Credit,448206.34,2020-04-11
155565,88,Credit,660994.28,2024-01-18
182112,714,Debit,943028.74,2021-01-28
101862,1007,Credit,772004.88,2023-02-20
175611,1439,Credit,783999.3,2020-11-11
194907,904,Credit,745678.29,2021-08-31
183291,323,Credit,88980.25,2023-03-09
188330,707,Credit,955198.37,2020-03-24
160568,320,Credit,151701.08,2021-06-13
107747,1036,Credit,12660.73,2019-04-10
169059,1346,Credit,181295.93,2023-09-30
111687,285,Debit,521467.27,2022-06-07
110629,1410,Credit,794383.8,2020-12-24
185424,1391,Debit,358548.5,2019-12-03
127012,1018,Credit,470414.29,2020-01-18
190367,885,Debit,364969.94,2023-07-28
148348,236,Debit,312311.5,2021-12-23
139948,1483,Credit,406865.88,2022-09-27
174685,241,Credit,24742.44,2019-09-11
192505,926,Credit,391673.17,2022-06-13
186546,1110,Credit,114919.02,2023-11-27
173813,597,Debit,838828.51,2022-07-04
197099,1278,Credit,712120.08,2023-04-04
123635,1241,Debit,132246.36,2020-01-15
116558,187,Credit,975864.58,2019-11-01
130951,153,Debit,812473.13,2022-06-11
187071,52,Credit,538641.0,2019-09-01
128378,804,Debit,938844.82,2019-04-06
179430,1217,Debit,695269.24,2023-04-16
173450,895,Debit,368405.7,2020-06-08
190203,145,Debit,289485.69,2021-06-18
196105,1106,Credit,910056.7,2021-03-23
156233,455,Credit,506299.17,2021-05-26
186094,298,Credit,852335.99,2022-01-18
134190,793,Debit,816156.13,2022-12-12
138269,220,Credit,106272.97,2020-07-24
131863,830,Debit,730719.82,2019-07-25
192821,1095,Credit,3797.33,2023-10-06
102669,1004,Credit,607402.32,2022-12-20
135933,1317,Debit,328655.52,2023-09-28
130189,1246,Debit,137977.44,2019-08-21
127083,616,Credit,148491.12,2022-11-16
160895,40,Credit,442064.56,2020-10-10
122222,108,Credit,830068.8,2021-10-30
193289,1475,Debit,856277.4,2023-08-02
116204,1008,Debit,872054.6,2021-08-26
122432,165,Credit,474725.82,2023-09-10
154303,1287,Credit,392474.03,2021-04-29
156005,1082,Credit,10763.61,2019-09-03
129613,590,Credit,498965.03,2021-03-12
161146,46,Debit,481676.33,2021-01-16
146404,472,Debit,624091.87,2020-01-17
122248,352,Debit,876650.33,2023-02-26
148326,823,Debit,729906.26,2020-11-07
106068,689,Debit,194386.32,2020-02-06
101462,1123,Debit,739630.42,2022-04-27
110570,1065,Debit,801948.83,2020-07-03
169532,987,Credit,657779.45,2021-12-30
117683,952,Credit,476169.07,2019-06-12
117964,336,Debit,933280.84,2022-06-24
118400,524,Credit,906616.25,2022-07-11
121277,112,Credit,194325.16,2022-05-06
136935,675,Debit,450182.37,2020-04-24
121555,788,Credit,646233.78,2019-09-16
180178,1113,Debit,391048.45,2021-05-27
180081,451,Debit,607510.57,2023-09-22
148443,1091,Credit,408733.19,2024-04-02
177444,359,Credit,982535.6,2021-09-12
189488,1323,Debit,660664.93,2019-12-23
166428,19,Credit,559252.86,2020-12-09
191699,1168,Debit,68474.67,2021-12-11
160136,1302,Credit,340408.67,2020-07-20
117369,1137,Credit,641097.51,2020-06-21
155900,708,Debit,285875.56,2023-03-07
116304,707,Debit,783679.95,2020-12-31
130706,10,Debit,508395.75,2022-03-04
188728,941,Debit,698262.98,2020-04-17
109941,1280,Credit,243429.47,2022-08-30
178748,479,Credit,527451.36,2021-12-28
164742,296,Debit,67614.53,2021-01-10
140995,856,Debit,894424.26,2022-11-15
186001,1236,Credit,881136.79,2019-07-21
122794,338,Debit,882438.45,2021-01-03
190169,1061,Debit,568936.14,2020-04-06
166856,1426,Credit,224374.64,2024-01-13
172274,34,Credit,674964.8,2021-01-25
181886,992,Credit,169519.54,2022-07-24
127841,638,Debit,41845.55,2021-07-02
183319,1030,Debit,856623.1,2022-08-09
122714,1185,Credit,258306.19,2019-04-11
118140,635,Debit,874837.98,2021-10-25
195677,432,Credit,302602.16,2023-08-12
191525,231,Debit,166925.47,2020-01-03
166603,773,Credit,999054.48,2019-05-17
152657,1425,Debit,110064.81,2024-03-02
123585,1249,Credit,903350.26,2020-01-10
112103,1194,Credit,598501.2,2020-09-29
188802,1009,Debit,135139.12,2020-06-08
137215,927,Credit,272812.1,2019-12-09
129227,362,Debit,133887.79,2024-01-21
187906,420,Debit,66836.52,2021-11-16
180903,833,Debit,541130.95,2020-09-09
106528,366,Debit,302076.41,2024-01-22
124012,437,Credit,749112.57,2019-12-07
115153,327,Debit,646109.19,2024-02-24
152668,506,Credit,731950.16,2020-01-08
129984,31,Credit,636340.91,2024-03-02
185787,387,Credit,100662.56,2021-12-16
151376,185,Credit,69427.65,2019-07-06
163210,1008,Credit,662930.95,2021-08-30
119442,805,Credit,333206.53,2020-07-08
121973,348,Debit,689748.16,2022-10-22
107583,1441,Debit,584012.69,2020-12-14
144710,102,Debit,766124.01,2022-05-09
142761,1081,Credit,353720.9,2020-07-12
150970,987,Debit,785866.11,2022-02-14
175920,632,Credit,802422.67,2023-07-22
126093,357,Debit,319794.16,2023-02-25
191216,1021,Credit,117206.28,2023-01-23
191891,301,Debit,529747.28,2023-02-24
101866,325,Credit,974023.46,2021-05-19
174266,1278,Credit,685054.67,2020-04-30
154760,59,Debit,200376.85,2020-08-30
122335,351,Debit,273003.95,2020-03-30
192989,688,Debit,477797.2,2022-02-20
131616,974,Debit,398971.38,2023-04-18
172185,403,Credit,876631.74,2021-11-29
114470,556,Credit,153016.47,2023-06-22
147670,483,Credit,860100.56,2022-12-24
107264,912,Credit,212231.6,2020-12-11
182283,429,Credit,873559.32,2021-02-25
111371,291,Credit,853651.57,2023-10-18
110249,876,Credit,25463.08,2022-09-22
120814,137,Debit,652585.51,2019-11-09
105194,520,Credit,127873.13,2023-11-07
159703,290,Credit,194899.02,2019-08-26
181437,991,Credit,702279.73,2019-07-30
174040,1400,Debit,475671.73,2021-08-06
101725,324,Debit,558809.07,2020-09-10
191733,846,Debit,222116.87,2022-09-30
105182,1354,Credit,130737.33,2021-11-03
150092,38,Credit,412416.14,2020-07-14
189764,41,Debit,720511.21,2022-08-08
197142,1482,Credit,81586.24,2019-05-26
196982,852,Debit,101420.07,2024-03-31
115743,1098,Credit,378532.13,2020-05-26
118374,1499,Credit,423594.52,2023-11-30
124641,329,Credit,115733.51,2021-05-03
165881,1472,Credit,188981.09,2022-11-03
164481,392,Credit,170565.04,2021-08-27
131342,1209,Debit,60238.82,2023-10-30
127350,999,Credit,442969.15,2021-06-08
127722,848,Credit,416360.26,2023-10-17
178275,1005,Debit,901002.31,2020-11-16
170221,981,Credit,8976.15,2023-10-05
125471,1466,Credit,717055.05,2023-03-05
179758,1118,Credit,373873.43,2023-10-15
116171,95,Credit,170647.77,2019-09-02
126017,982,Credit,683225.31,2022-01-02
129575,1456,Debit,18639.44,2022-01-31
116531,500,Debit,294563.57,2020-12-14
147619,788,Debit,71198.78,2023-12-18
127236,451,Credit,184621.81,2020-10-03
141572,900,Debit,377899.21,2020-02-07
111634,956,Debit,421085.12,2022-01-16
101630,1304,Debit,261618.25,2022-02-09
109268,1381,Debit,827297.55,2024-01-01
116897,938,Debit,398348.12,2022-09-07
144257,929,Debit,594308.24,2021-11-05
173851,794,Debit,620519.74,2023-12-24
119852,680,Debit,605169.86,2023-02-09
157739,936,Debit,712523.46,2023-06-26
108380,1131,Debit,582026.81,2023-08-18
130818,320,Credit,909948.92,2024-01-24
180426,1433,Debit,770192.49,2019-11-07
134370,832,Credit,464523.02,2024-02-04
173669,817,Credit,582893.16,2021-03-10
189202,671,Debit,401834.48,2023-06-22
193307,94,Credit,146469.22,2022-06-25
139955,1361,Credit,999240.2,2022-03-28
119807,1088,Credit,883727.39,2023-04-21
167079,716,Credit,740724.84,2020-01-23
180763,165,Debit,632759.29,2024-03-11
146074,170,Credit,627304.74,2023-10-08
101781,1456,Debit,357074.52,2023-08-22
125638,875,Credit,520548.59,2022-09-28
156737,100,Credit,949053.92,2022-07-24
150607,1360,Credit,144442.63,2022-10-11
185639,1207,Debit,485839.88,2019-09-19
115833,323,Debit,157359.29,2023-06-14
168395,906,Credit,591627.68,2023-10-01
132867,1482,Credit,699979.84,2022-07-13
192511,813,Credit,964116.24,2020-02-13
107981,396,Credit,35988.31,2020-11-11
141768,657,Debit,740485.86,2023-11-26
181687,761,Credit,805962.21,2023-12-26
112549,1170,Debit,158096.41,2020-09-23
136216,1295,Credit,657271.68,2021-10-13
129983,93,Debit,954188.51,2020-12-06
109473,111,Credit,807880.84,2024-01-24
164107,103,Credit,140348.01,2020-02-28
170163,471,Credit,862100.56,2020-07-21
190908,451,Credit,546842.2,2022-10-28
172481,1264,Debit,889674.36,2023-07-12
181930,1192,Credit,796655.5,2022-08-31
189272,551,Credit,421146.91,2022-12-28
198458,169,Debit,75571.7,2020-01-19
116637,487,Credit,118804.99,2021-08-15
125922,1262,Debit,763216.56,2020-05-19
118391,1263,Debit,285843.77,2020-12-26
184074,92,Credit,654253.89,2021-02-02
159220,404,Debit,608083.54,2022-03-06
144239,142,Credit,391680.51,2022-08-25
174449,426,Debit,480595.18,2022-03-23
178250,1147,Debit,834348.63,2023-06-07
177243,526,Debit,289965.9,2023-07-31
129782,731,Debit,648190.72,2022-03-13
164915,1243,Credit,139242.19,2023-02-11
196233,1136,Credit,819750.87,2021-11-18
113780,440,Credit,342646.93,2023-02-10
116770,683,Credit,291850.4,2021-02-24
196434,751,Credit,580630.57,2023-08-15
121417,1161,Credit,8476.17,2020-05-30
109271,167,Credit,332384.55,2020-02-12
144890,630,Credit,389023.27,2019-09-16
137709,1192,Credit,610553.89,2020-05-29
161641,974,Credit,999435.95,2021-02-24
199265,759,Debit,204514.73,2020-01-07
111001,1000,Debit,760987.63,2019-09-26
116650,1489,Credit,854408.31,2020-12-10
195913,549,Credit,577588.95,2023-11-17
